student_id,city,city_development_index,gender,relevant_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,job_change
23903,city_160,0.92,null,Has relevant experience,no_enrollment,Graduate,STEM,>20,null,null,>4,83,1
10615,city_123,0.738,Male,Has relevant experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,2,29,1
31171,city_101,0.558,Male,No relevant experience,Part time course,Graduate,STEM,1,Oct-49,null,1,5,0
23083,city_103,0.92,null,Has relevant experience,no_enrollment,Masters,STEM,10,50-99,null,3,108,0
33131,city_103,0.92,Male,No relevant experience,no_enrollment,Graduate,STEM,5,<10,Pvt Ltd,3,143,0
3674,city_136,0.897,Male,Has relevant experience,no_enrollment,Graduate,STEM,10,50-99,Public Sector,2,202,0
17093,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,53,0
31987,city_103,0.92,null,Has relevant experience,no_enrollment,Graduate,Humanities,2,500-999,null,1,4,0
6696,city_89,0.925,null,No relevant experience,Full time course,Masters,STEM,15,<10,Pvt Ltd,2,83,0
20301,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,2,102,0
24874,city_21,0.624,null,Has relevant experience,Part time course,Graduate,STEM,3,10000+,null,3,210,0
29819,city_103,0.92,Male,Has relevant experience,no_enrollment,Masters,STEM,14,50-99,Funded Startup,1,34,0
11499,city_114,0.926,Male,Has relevant experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,2,76,0
30715,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,10,100-499,Pvt Ltd,1,4,0
18813,city_103,0.92,Male,No relevant experience,no_enrollment,High School,null,5,null,null,1,140,1
20220,city_102,0.804,Male,No relevant experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,136,1
3581,city_114,0.926,Male,No relevant experience,Full time course,Graduate,STEM,8,null,null,1,79,0
28587,city_16,0.91,Female,Has relevant experience,no_enrollment,Graduate,STEM,3,10000+,NGO,2,8,0
1671,city_103,0.92,Male,No relevant experience,no_enrollment,High School,null,<1,null,null,never,105,0
28977,city_83,0.923,Female,Has relevant experience,no_enrollment,Masters,STEM,>20,null,null,4,33,0
16222,city_103,0.92,Male,No relevant experience,Part time course,High School,null,5,null,null,1,96,0
15399,city_116,0.743,Female,Has relevant experience,no_enrollment,Masters,Other,9,100-499,Pvt Ltd,4,9,0
14830,city_173,0.878,Male,Has relevant experience,no_enrollment,Graduate,STEM,10,100-499,Pvt Ltd,>4,17,0
16330,city_114,0.926,Male,No relevant experience,Full time course,High School,null,3,5000-9999,Pvt Ltd,1,63,1
33380,city_83,0.923,Male,No relevant experience,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,2,168,0
977,city_103,0.92,Male,Has relevant experience,Full time course,High School,null,5,null,null,1,54,0
681,city_65,0.802,Male,Has relevant experience,Part time course,Graduate,No Major,9,10000+,Pvt Ltd,1,13,0
7495,city_21,0.624,Male,Has relevant experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,2,110,1
30418,city_16,0.91,Male,Has relevant experience,no_enrollment,Masters,STEM,9,1000-4999,Pvt Ltd,2,71,0
16969,city_160,0.92,Male,No relevant experience,no_enrollment,Graduate,No Major,>20,5000-9999,Pvt Ltd,>4,12,0
18480,city_138,0.836,Male,Has relevant experience,no_enrollment,Phd,STEM,>20,null,null,never,43,0
22044,city_46,0.762,null,Has relevant experience,null,Graduate,STEM,7,null,null,never,35,0
9203,city_102,0.804,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,43,0
15897,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,8,500-999,Public Sector,1,30,0
13624,city_138,0.836,null,Has relevant experience,Part time course,Masters,STEM,5,Oct-49,Pvt Ltd,1,150,0
20062,city_103,0.92,Male,No relevant experience,no_enrollment,Graduate,STEM,>20,Oct-49,Pvt Ltd,4,124,0
9855,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,57,0
26006,city_114,0.926,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,null,null,3,5,0
8782,city_103,0.92,Male,Has relevant experience,Full time course,Graduate,STEM,7,Oct-49,Pvt Ltd,>4,50,0
19931,city_114,0.926,null,No relevant experience,Full time course,High School,null,3,null,null,2,122,1
13007,city_103,0.92,Male,No relevant experience,Part time course,Masters,STEM,3,100-499,Pvt Ltd,1,28,0
10219,city_98,0.949,Female,Has relevant experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,2,111,0
27783,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,Humanities,16,50-99,Pvt Ltd,1,66,0
19131,city_103,0.92,Male,No relevant experience,Part time course,Graduate,STEM,2,10000+,Pvt Ltd,1,6,0
7956,city_102,0.804,Male,No relevant experience,null,Masters,STEM,6,null,null,null,174,0
3845,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,>4,106,0
28624,city_75,0.939,Female,Has relevant experience,no_enrollment,Masters,STEM,17,Oct-49,Pvt Ltd,1,14,0
19669,city_73,0.754,Male,Has relevant experience,Part time course,Graduate,STEM,7,Oct-49,Pvt Ltd,1,28,0
27715,city_104,0.924,Male,No relevant experience,no_enrollment,High School,null,>20,<10,Pvt Ltd,>4,35,0
7190,city_97,0.925,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,<10,null,3,168,0
28075,city_136,0.897,Male,Has relevant experience,no_enrollment,Masters,STEM,4,50-99,null,1,112,0
32502,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,>4,312,0
28517,city_136,0.897,Male,No relevant experience,no_enrollment,Masters,STEM,12,Oct-49,Funded Startup,2,14,0
2572,city_104,0.924,Male,Has relevant experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,never,95,0
8634,city_61,0.913,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,null,null,>4,50,0
24281,city_21,0.624,Male,Has relevant experience,Full time course,Masters,STEM,6,50-99,Pvt Ltd,2,103,0
16479,city_100,0.887,Male,No relevant experience,no_enrollment,High School,null,6,100-499,Pvt Ltd,1,4,1
29705,city_21,0.624,Other,Has relevant experience,Part time course,null,null,<1,Oct-49,Pvt Ltd,1,200,1
5311,city_100,0.887,null,No relevant experience,Part time course,Graduate,STEM,>20,null,null,2,12,1
32590,city_21,0.624,Male,No relevant experience,Full time course,Graduate,STEM,5,null,null,never,56,1
13575,city_10,0.895,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,53,0
19782,city_21,0.624,Female,Has relevant experience,Full time course,Graduate,STEM,6,50-99,Pvt Ltd,3,59,0
14336,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,16,50-99,NGO,2,14,0
4335,city_103,0.92,Female,Has relevant experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,>4,142,0
26182,city_128,0.527,Male,Has relevant experience,no_enrollment,Graduate,STEM,9,null,null,>4,17,0
31612,city_73,0.754,Male,Has relevant experience,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,2,14,0
23175,city_103,0.92,null,No relevant experience,no_enrollment,Graduate,Arts,5,100-499,Pvt Ltd,null,80,0
15041,city_103,0.92,Other,No relevant experience,no_enrollment,Graduate,STEM,13,10000+,Public Sector,>4,13,0
26416,city_21,0.624,Male,No relevant experience,Full time course,High School,null,2,null,null,never,3,0
26048,city_103,0.92,Male,No relevant experience,Full time course,High School,null,6,null,null,1,73,0
3162,city_103,0.92,Male,Has relevant experience,no_enrollment,Masters,STEM,10,500-999,Pvt Ltd,4,48,0
4880,city_103,0.92,Male,Has relevant experience,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,>4,50,0
23144,city_175,0.776,Male,Has relevant experience,no_enrollment,Graduate,Humanities,6,Oct-49,Pvt Ltd,>4,14,0
10996,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,>4,96,0
22619,city_76,0.698,null,No relevant experience,Full time course,Graduate,STEM,4,null,Pvt Ltd,1,156,1
15968,city_73,0.754,Male,Has relevant experience,no_enrollment,Graduate,STEM,7,100-499,Pvt Ltd,1,3,0
33150,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,2,null,null,never,4,1
33056,city_21,0.624,Male,Has relevant experience,no_enrollment,Masters,STEM,3,50-99,Funded Startup,1,12,1
9264,city_83,0.923,Male,Has relevant experience,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,4,17,0
28291,city_160,0.92,null,Has relevant experience,no_enrollment,Masters,STEM,>20,<10,Other,1,63,0
4392,city_70,0.698,Male,Has relevant experience,Full time course,Graduate,STEM,2,10000+,Pvt Ltd,1,22,0
3300,city_144,0.84,null,Has relevant experience,no_enrollment,Graduate,STEM,14,Oct-49,Pvt Ltd,3,52,0
30825,city_103,0.92,Female,No relevant experience,Full time course,Graduate,STEM,2,10000+,null,never,34,0
30500,city_104,0.924,Male,Has relevant experience,Full time course,High School,null,10,null,null,1,79,0
22662,city_67,0.855,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,107,0
10417,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,Business Degree,18,50-99,Pvt Ltd,1,92,1
6777,city_114,0.926,null,Has relevant experience,no_enrollment,High School,null,6,1000-4999,Pvt Ltd,2,14,0
12333,city_143,0.74,null,No relevant experience,no_enrollment,Graduate,STEM,3,null,null,null,46,1
11021,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,4,16,0
241,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,7,<10,Pvt Ltd,4,196,0
30935,city_21,0.624,Male,Has relevant experience,Full time course,Graduate,STEM,5,100-499,Pvt Ltd,1,42,0
29164,city_103,0.92,Male,Has relevant experience,Part time course,Masters,Business Degree,11,10000+,Public Sector,3,60,0
19711,city_67,0.855,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,138,1
4775,city_97,0.925,Male,Has relevant experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,68,0
26429,city_45,0.89,Male,No relevant experience,Full time course,Masters,Humanities,2,null,null,1,6,0
8464,city_74,0.579,null,Has relevant experience,no_enrollment,Graduate,STEM,2,null,null,null,62,1
21021,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,12,50-99,Funded Startup,1,107,0
29504,city_103,0.92,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,1000-4999,Public Sector,>4,55,0
898,city_98,0.949,Male,Has relevant experience,no_enrollment,High School,null,15,Oct-49,Pvt Ltd,2,32,1
10524,city_21,0.624,Male,Has relevant experience,no_enrollment,Graduate,STEM,9,100-499,Pvt Ltd,>4,174,0
22051,city_46,0.762,Male,Has relevant experience,no_enrollment,Masters,STEM,4,null,Pvt Ltd,3,34,1
28245,city_104,0.924,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,null,Pvt Ltd,>4,3,0
28221,city_160,0.92,Female,No relevant experience,no_enrollment,Graduate,Humanities,2,null,null,1,20,1
9917,city_73,0.754,null,Has relevant experience,no_enrollment,Graduate,STEM,7,500-999,Pvt Ltd,null,94,0
24567,city_16,0.91,Male,No relevant experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,>4,20,1
14526,city_152,0.698,Male,Has relevant experience,Full time course,Masters,STEM,14,50-99,Pvt Ltd,2,6,0
32662,city_21,0.624,Male,Has relevant experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,3,112,1
9853,city_176,0.764,Male,Has relevant experience,no_enrollment,Graduate,STEM,6,<10,Funded Startup,1,45,0
20176,city_16,0.91,Male,No relevant experience,no_enrollment,High School,null,2,null,null,never,12,0
29611,city_21,0.624,null,Has relevant experience,no_enrollment,Graduate,STEM,16,<10,Pvt Ltd,>4,134,1
27473,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,9,1
5237,city_103,0.92,null,Has relevant experience,no_enrollment,Graduate,No Major,6,1000-4999,Pvt Ltd,>4,48,0
1331,city_41,0.827,Male,Has relevant experience,Full time course,Masters,STEM,7,500-999,Funded Startup,2,92,0
19844,city_160,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,4,100-499,Public Sector,2,160,0
6700,city_114,0.926,Male,Has relevant experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,>4,40,0
21080,city_94,0.698,null,Has relevant experience,Part time course,Graduate,STEM,4,null,null,1,105,1
10257,city_103,0.92,null,Has relevant experience,no_enrollment,Graduate,STEM,>20,100-499,Pvt Ltd,1,160,0
26844,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,STEM,20,50-99,Pvt Ltd,1,103,0
31093,city_103,0.92,Female,No relevant experience,no_enrollment,Graduate,Humanities,16,null,null,>4,78,1
15688,city_114,0.926,null,Has relevant experience,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,2,9,0
24563,city_21,0.624,null,Has relevant experience,Full time course,Graduate,STEM,3,50-99,Early Stage Startup,1,40,1
26780,city_136,0.897,Male,Has relevant experience,Full time course,Masters,STEM,<1,null,null,2,14,0
25317,city_128,0.527,Male,Has relevant experience,no_enrollment,Graduate,STEM,6,100-499,Pvt Ltd,3,198,1
33374,city_61,0.913,Male,Has relevant experience,no_enrollment,null,null,10,null,null,2,3,0
5396,city_102,0.804,Male,No relevant experience,Full time course,High School,null,5,null,null,1,17,0
23642,city_11,0.55,Male,No relevant experience,no_enrollment,Graduate,STEM,5,null,null,never,37,1
2283,city_114,0.926,Male,Has relevant experience,no_enrollment,Graduate,STEM,19,100-499,Pvt Ltd,2,16,0
29822,city_118,0.722,Male,Has relevant experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,1,13,0
5555,city_103,0.92,Other,Has relevant experience,no_enrollment,Graduate,STEM,20,10000+,Public Sector,1,14,0
29851,city_57,0.866,Male,Has relevant experience,Full time course,High School,null,3,null,null,1,155,0
20294,city_20,0.796,Male,Has relevant experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,3,77,0
24562,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,100-499,Pvt Ltd,1,36,0
1485,city_103,0.92,null,Has relevant experience,no_enrollment,Graduate,null,15,50-99,Pvt Ltd,>4,42,0
7471,city_76,0.698,Male,Has relevant experience,Full time course,Graduate,STEM,11,<10,Pvt Ltd,2,10,0
10243,city_16,0.91,Male,No relevant experience,Full time course,High School,null,4,null,null,1,14,0
1051,city_99,0.915,Male,No relevant experience,Full time course,Graduate,STEM,3,null,null,1,16,1
27955,city_50,0.896,Male,Has relevant experience,no_enrollment,Graduate,STEM,14,100-499,Pvt Ltd,>4,116,1
5490,city_103,0.92,Male,No relevant experience,Full time course,High School,null,4,null,Pvt Ltd,never,310,0
16583,city_21,0.624,Male,No relevant experience,no_enrollment,High School,null,<1,null,null,never,53,1
32032,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,100-499,NGO,1,70,0
5454,city_160,0.92,Male,Has relevant experience,no_enrollment,Graduate,Arts,15,50-99,Early Stage Startup,1,22,0
3058,city_104,0.924,Male,Has relevant experience,no_enrollment,Masters,STEM,17,500-999,Pvt Ltd,1,41,0
4705,city_67,0.855,Female,Has relevant experience,no_enrollment,Graduate,Humanities,3,50-99,Pvt Ltd,3,66,0
14732,city_28,0.939,Male,No relevant experience,no_enrollment,Phd,STEM,4,null,Public Sector,1,13,0
26569,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,null,null,3,47,0
33256,city_70,0.698,Male,No relevant experience,Full time course,Graduate,STEM,2,null,null,2,106,0
5789,city_173,0.878,Male,Has relevant experience,no_enrollment,Masters,STEM,11,100-499,Pvt Ltd,1,24,1
28019,city_103,0.92,Female,Has relevant experience,no_enrollment,Graduate,No Major,2,null,null,2,11,1
21908,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,STEM,5,<10,Pvt Ltd,>4,146,0
16494,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,Arts,>20,50-99,Early Stage Startup,3,40,0
21446,city_21,0.624,null,Has relevant experience,Full time course,Graduate,STEM,2,50-99,Funded Startup,1,19,1
12707,city_27,0.848,Male,Has relevant experience,Full time course,Graduate,STEM,>20,null,null,3,34,0
14283,city_46,0.762,Male,Has relevant experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,1,16,0
15959,city_160,0.92,Male,Has relevant experience,no_enrollment,Masters,STEM,10,50-99,null,4,51,0
29154,city_103,0.92,Male,No relevant experience,null,Masters,Humanities,12,null,null,1,142,1
11379,city_103,0.92,Male,No relevant experience,no_enrollment,Primary School,null,7,null,null,never,88,0
9401,city_21,0.624,Male,Has relevant experience,no_enrollment,Graduate,STEM,7,100-499,Funded Startup,2,76,0
22256,city_26,0.698,Male,No relevant experience,Full time course,Graduate,STEM,3,null,null,1,59,0
12452,city_102,0.804,null,No relevant experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,1,43,0
7723,city_90,0.698,Female,Has relevant experience,no_enrollment,Masters,STEM,16,Oct-49,Funded Startup,1,22,0
20075,city_16,0.91,null,No relevant experience,no_enrollment,Graduate,Humanities,<1,<10,Early Stage Startup,1,131,0
8999,city_28,0.939,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,50-99,Early Stage Startup,1,3,1
28690,city_103,0.92,Male,No relevant experience,Full time course,Graduate,STEM,5,null,null,1,16,0
16770,city_16,0.91,Female,No relevant experience,no_enrollment,Masters,STEM,3,<10,Early Stage Startup,1,59,1
3329,city_21,0.624,Female,No relevant experience,Full time course,High School,null,5,null,Pvt Ltd,never,110,1
1553,city_123,0.738,null,Has relevant experience,Full time course,Masters,STEM,8,10000+,Pvt Ltd,null,34,0
8773,city_73,0.754,Male,Has relevant experience,no_enrollment,null,null,10,Oct-49,Pvt Ltd,1,16,0
1162,city_173,0.878,Male,Has relevant experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,3,100,0
32989,city_103,0.92,Male,No relevant experience,Full time course,Graduate,Humanities,3,1000-4999,NGO,1,19,0
30888,city_21,0.624,null,Has relevant experience,no_enrollment,Graduate,STEM,10,100-499,Pvt Ltd,>4,34,0
27188,city_103,0.92,Male,No relevant experience,no_enrollment,Graduate,STEM,11,100-499,Pvt Ltd,1,43,0
20136,city_36,0.893,Male,Has relevant experience,Full time course,Graduate,STEM,>20,Oct-49,Pvt Ltd,1,48,0
2836,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,8,100-499,Pvt Ltd,3,12,0
861,city_160,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,2,262,0
31506,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,STEM,9,Oct-49,Pvt Ltd,2,21,0
21960,city_102,0.804,Female,No relevant experience,no_enrollment,Graduate,Humanities,1,null,null,1,190,0
6385,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,STEM,16,Oct-49,Funded Startup,2,41,0
26170,city_21,0.624,Male,Has relevant experience,Full time course,Graduate,STEM,2,100-499,Pvt Ltd,1,222,1
32328,city_143,0.74,Female,No relevant experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,2,91,0
27935,city_65,0.802,Male,No relevant experience,Full time course,Graduate,STEM,9,100-499,Pvt Ltd,never,14,0
13265,city_103,0.92,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,3,98,0
27763,city_75,0.939,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,100-499,Pvt Ltd,1,19,0
18895,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,12,1000-4999,null,2,18,0
8661,city_103,0.92,Male,No relevant experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,3,3,0
5139,city_103,0.92,Male,No relevant experience,no_enrollment,Graduate,STEM,2,null,null,never,80,0
9801,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,2,87,0
19670,city_114,0.926,Male,Has relevant experience,no_enrollment,Graduate,STEM,16,null,null,1,56,1
13713,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,STEM,1,10000+,Public Sector,1,328,0
22355,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,>4,17,0
20277,city_103,0.92,null,No relevant experience,Part time course,Graduate,STEM,<1,100-499,null,never,74,0
17076,city_103,0.92,null,Has relevant experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,1,37,0
11496,city_114,0.926,Male,No relevant experience,Full time course,Primary School,null,5,null,null,never,52,0
20258,city_46,0.762,null,Has relevant experience,no_enrollment,Graduate,STEM,14,50-99,Funded Startup,1,21,0
21784,city_16,0.91,Male,Has relevant experience,no_enrollment,null,null,>20,null,null,2,300,0
16644,city_114,0.926,Male,Has relevant experience,no_enrollment,Masters,STEM,14,Oct-49,Pvt Ltd,2,92,0
14396,city_75,0.939,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,13,0
29130,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,null,null,1,161,1
11557,city_50,0.896,Male,Has relevant experience,no_enrollment,Masters,STEM,13,100-499,Pvt Ltd,never,34,0
23230,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,Oct-49,Pvt Ltd,>4,8,0
24420,city_136,0.897,Male,Has relevant experience,no_enrollment,Phd,STEM,10,100-499,Pvt Ltd,>4,226,0
32391,city_74,0.579,Male,No relevant experience,Part time course,High School,null,3,null,Pvt Ltd,never,65,0
3301,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,100-499,Pvt Ltd,1,146,0
22944,city_114,0.926,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,1,34,0
8776,city_16,0.91,Male,Has relevant experience,no_enrollment,Masters,STEM,9,100-499,NGO,1,21,0
26043,city_102,0.804,Male,Has relevant experience,no_enrollment,Masters,STEM,10,null,null,1,84,0
32512,city_64,0.666,Male,No relevant experience,no_enrollment,Graduate,STEM,<1,10000+,Pvt Ltd,1,45,0
9168,city_16,0.91,null,No relevant experience,no_enrollment,null,null,2,null,null,never,36,0
27993,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,4,113,1
5061,city_114,0.926,Male,No relevant experience,Full time course,High School,null,9,null,null,never,150,0
19716,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,STEM,11,null,Pvt Ltd,1,6,0
32221,city_103,0.92,Male,No relevant experience,no_enrollment,Graduate,Humanities,15,100-499,Pvt Ltd,3,4,0
13378,city_136,0.897,null,Has relevant experience,no_enrollment,Masters,STEM,5,50-99,Funded Startup,1,198,0
24146,city_21,0.624,null,Has relevant experience,no_enrollment,Graduate,STEM,5,null,null,1,135,0
10170,city_103,0.92,Male,Has relevant experience,no_enrollment,Phd,STEM,9,100-499,Funded Startup,1,40,0
19805,city_21,0.624,null,Has relevant experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,6,1
7542,city_103,0.92,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,58,0
7256,city_103,0.92,null,Has relevant experience,no_enrollment,Graduate,Humanities,4,null,null,1,88,1
19374,city_11,0.55,null,Has relevant experience,no_enrollment,Masters,STEM,7,<10,Early Stage Startup,1,29,0
30694,city_160,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,>4,168,0
12107,city_114,0.926,Male,Has relevant experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,never,16,0
6608,city_100,0.887,Male,Has relevant experience,no_enrollment,Graduate,STEM,13,<10,Pvt Ltd,1,192,0
27482,city_103,0.92,Female,Has relevant experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,2,36,1
9366,city_21,0.624,null,Has relevant experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,never,35,1
24172,city_21,0.624,null,Has relevant experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,>4,53,1
25410,city_90,0.698,Male,No relevant experience,Full time course,Graduate,STEM,<1,null,null,1,74,1
32351,city_98,0.949,Other,No relevant experience,no_enrollment,Masters,STEM,9,50-99,null,1,88,0
23481,city_103,0.92,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,43,1
6494,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,null,null,1,41,1
14572,city_21,0.624,Male,Has relevant experience,no_enrollment,Masters,STEM,8,50-99,Public Sector,4,33,1
6220,city_77,0.83,null,No relevant experience,no_enrollment,High School,null,2,null,null,never,2,0
23388,city_102,0.804,null,Has relevant experience,no_enrollment,Masters,STEM,9,null,null,2,25,1
18543,city_114,0.926,Male,No relevant experience,Full time course,High School,null,10,null,Public Sector,1,22,0
31280,city_103,0.92,Male,No relevant experience,no_enrollment,Graduate,STEM,15,100-499,Pvt Ltd,>4,8,0
12671,city_16,0.91,Male,No relevant experience,Full time course,Graduate,STEM,1,null,null,1,42,1
11676,city_117,0.698,Male,No relevant experience,Full time course,Graduate,STEM,5,null,null,never,72,1
33238,city_90,0.698,Male,Has relevant experience,no_enrollment,Graduate,STEM,7,null,null,1,149,0
32215,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,100-499,Pvt Ltd,>4,49,0
2904,city_102,0.804,Male,Has relevant experience,no_enrollment,High School,null,5,null,null,1,82,0
17398,city_162,0.767,null,Has relevant experience,null,Graduate,STEM,9,null,null,1,50,1
1338,city_75,0.939,Male,Has relevant experience,no_enrollment,High School,null,11,<10,Pvt Ltd,never,62,0
7580,city_115,0.789,Male,Has relevant experience,no_enrollment,Graduate,STEM,8,100-499,Pvt Ltd,1,212,1
19749,city_67,0.855,Male,Has relevant experience,no_enrollment,Masters,STEM,15,Oct-49,Pvt Ltd,>4,176,0
28748,city_114,0.926,Male,No relevant experience,Full time course,Masters,STEM,14,500-999,Public Sector,1,8,0
17073,city_78,0.579,Male,Has relevant experience,no_enrollment,Graduate,STEM,10,<10,Early Stage Startup,never,24,1
17226,city_21,0.624,Male,No relevant experience,no_enrollment,null,null,1,null,null,never,31,0
32846,city_19,0.682,Male,No relevant experience,Full time course,Graduate,STEM,2,null,null,2,8,1
16388,city_102,0.804,null,Has relevant experience,Full time course,High School,null,6,null,null,1,99,0
27875,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,<10,Early Stage Startup,>4,89,0
32968,city_103,0.92,Male,No relevant experience,no_enrollment,Graduate,STEM,3,50-99,null,1,32,0
1652,city_115,0.789,Male,No relevant experience,Full time course,Graduate,STEM,5,null,null,1,156,1
20060,city_21,0.624,Male,Has relevant experience,Full time course,Masters,STEM,12,null,Public Sector,null,35,0
10992,city_102,0.804,Male,No relevant experience,no_enrollment,Graduate,Humanities,1,1000-4999,Pvt Ltd,1,26,0
18654,city_74,0.579,Female,No relevant experience,no_enrollment,High School,null,3,null,null,never,218,0
6627,city_67,0.855,Male,Has relevant experience,no_enrollment,Masters,STEM,11,100-499,Pvt Ltd,1,6,0
15800,city_114,0.926,null,Has relevant experience,Full time course,Graduate,STEM,3,null,null,1,54,0
